date,datatype,station,attributes,value
2020-05-01T00:00:00,PRCP,GHCND:ASN00006095,",,a,",0.0
2020-05-01T00:00:00,PRCP,GHCND:ASN00006097,",,a,",0.0
2020-05-01T00:00:00,PRCP,GHCND:ASN00006099,",,a,",0.0
2020-05-01T00:00:00,TMAX,GHCND:ASN00006099,",,a,",27.0
2020-05-01T00:00:00,TMIN,GHCND:ASN00006099,",,a,",13.4
2020-05-01T00:00:00,PRCP,GHCND:ASN00006102,",,a,",0.0
2020-05-01T00:00:00,PRCP,GHCND:ASN00006105,",,a,",0.0
2020-05-01T00:00:00,TMAX,GHCND:ASN00006105,",,a,",31.6
2020-05-01T00:00:00,TMIN,GHCND:ASN00006105,",,a,",18.2
2020-05-01T00:00:00,PRCP,GHCND:ASN00007001,",,a,",0.0
